GSM_ID,Factor,Biosource,GIGGLE_score
GSM1051275,TAL1,Bone Marrow,1856.5302642166
GSM1051274,LDB1,Bone Marrow,1823.090035474176
GSM746583,TAL1,Erythroblast;Fetal Liver,1805.5298434281424
GSM746584,TAL1,Erythroblast;Fetal Liver,1773.284896638481
GSM1051276,GATA1,Bone Marrow,1761.9692391759495
GSM1151146,GATA1,Erythroblast;Fetal Liver,1749.9183717737774
GSM746582,GATA1,Erythroblast;Fetal Liver,1745.6042461331765
GSM641909,LDB1,Haematopoietic Progenitor Cell;Bone Marrow,1740.7725952626008
GSM923582,TAL1,Erythroid Cell;Fetal Liver,1737.4733328129598
GSM923575,GATA1,Erythroid Cell;Fetal Liver,1688.6565465839954
GSM746581,GATA1,Erythroblast;Fetal Liver,1688.6565465839954
ENCSR765RPR_2,EP300,Liver,1662.3595055166586
GSM746571,TAL1,G1E-ER4;Erythroid Cell,1656.3494475381056
GSM464634,TAL1,Erythroblast;Liver,1642.3825014720896
GSM867159,GATA1,Erythroid Progenitor Cell;Blood,1608.2160064395757
GSM923576,TAL1,G1E-ER4;Erythroid Cell,1606.1765365059634
GSM867160,GATA1,Erythroid Progenitor Cell;Blood,1598.4946955378725
GSM464636,TAL1,Erythroblast;Liver,1594.7497003379035
GSM632056,MAPK8,Neuron;Brain,1576.734876106171
GSM1151147,NFE2,Erythroblast;Fetal Liver,1571.5464900182324
GSM2579445,POLR2A,Erythroid Cell;Spleen,1563.6649886813068
GSM632055,MAPK8,Neuron;Brain,1552.2071579409292
GSM1467449,FOS,Cortical Neuron;Neuric,1551.6842932042248
ENCSR765RPR_1,EP300,Liver,1549.8206668176717
GSM746568,GATA1,G1E-ER4;Erythroid Cell,1541.6619145607508
GSM746572,TAL1,G1E-ER4;Erythroid Cell,1539.1656656672196
GSM995448,GATA1,G1E-ER4;Erythroid Cell,1538.6409281622598
GSM688824,POLR2A,Erythroid Cell;Fetal Liver,1538.0380239882688
GSM453997,GATA1,G1E;Erythroid progenitor,1537.469997645745
GSM1144556,TAL1,MEL;Erythroid Progenitor Cell,1536.342758542525
GSM867158,GATA1,Erythroid Progenitor Cell;Blood,1534.9593441019515
GSM923572,GATA1,G1E-ER4;Erythroid Cell,1532.2871237360594
GSM1467429,FOS,Cortical Neuron;Neuric,1532.1517258782935
GSM1467442,FOS,Cortical Neuron;Neuric,1528.9538852089966
GSM632037,MAPK8,Embryonic Stem Cell;Embryo,1525.1949477189926
GSM2579444,POLR2A,Erythroid Cell;Spleen,1519.5181700308076
GSM1689032,TAL1,G1E-ER4;Erythroid Cell,1516.7276704952485
GSM897224,GATA1,G1E-ER4;Erythroid Cell,1516.3941357747003
GSM2198468,FOS,Fibroblast,1513.1906780455645
ENCSR982LJQ_1,EP300,Liver,1506.3443056679114
GSM1467421,FOS,Cortical Neuron;Neuric,1501.4498013551915
GSM1390715,HNF4A,Epithelium;Liver,1498.462393468952
GSM1689018,GATA1,G1E-ER4;Erythroid Cell,1497.8932334251356
ENCSR982LJQ_2,EP300,Liver,1495.9450628719298
GSM851301,POLR2A,Epithelium;Embryonic Liver,1495.5093228857236
GSM641910,TAL1,Bone Marrow,1492.931162822205
GSM2077406,MED1,Erythroid Cell;Spleen,1487.7561012788065
GSM1977466,SMARCA4,Plasmablast;Heart,1486.2933465071646
GSM982753,CRY2,Epithelium;Liver,1478.0620799896647
GSM995449,GATA1,G1E-ER4;Erythroid Cell,1470.6823337039173
GSM982745,CRY1,Epithelium;Liver,1467.2835185263748
GSM585293,SMARCA4,T Lymphocyte;Blood,1465.5610915898221
GSM1299602,RARB,Liver,1463.5738798093607
GSM632058,NFYA,Neuron;Brain,1461.3087332196915
GSM1370111,NFYA,E14;Embryonic Stem Cell;Embryo,1458.202083717282
GSM863769,TCF4,Hepatocyte,1456.1023927784536
GSM1032641,NFE2,Epithelium;Liver,1454.5371135744397
