GSM_ID,Factor,Biosource,GIGGLE_score
GSM2635608,TOP2B,Embryonic Fibroblast,670.3773100255196
GSM883647,CTCF,Neural Progenitor Cell;Embryo,670.3755366064406
GSM2867716,RAD21,Macrophage;Bone Marrow,670.1923952468053
GSM2319274,CTCF,Rod;Retina,669.4613926017332
GSM1648485,SMC1A,Fibroblast,668.2905610699654
GSM2319273,CTCF,Rod;Retina,666.4429909347527
GSM1913025,POLR2A,Preadipocyte,666.1473004934008
GSM2496954,SMC3,DN2;Thymocyte,665.7834555004775
GSM828132,CDK9,KH2;Embryonic Stem Cell;Embryo,665.0099591575472
GSM1399513,SUZ12,E14;Embryonic Stem Cell;Embryo,660.4055634308841
GSM970264,CTCF,Embryonic Stem Cell;Embryo,657.0023355095627
GSM1341311,TDG,E14;Embryonic Stem Cell;Embryo,656.6927096681238
GSM987801,CTCF,Pre-B Lymphocyte,654.9480319264333
GSM2319272,CTCF,Rod;Retina,654.3986803340873
GSM1023418,CTCF,T Lymphocyte;Blood,654.2079899739168
GSM2192993,SUZ12,Embryonic Stem Cell,653.7555825988946
GSM1156667,RAD21,Pre-B Lymphocyte,652.9464036479072
GSM1169019,SUZ12,Embryonic Stem Cell;Embryo,652.2654173297619
GSM480161,EZH2,LF2;Embryonic Stem Cell;Embryo,650.4058671607237
GSM2596858,MTF2,Embryonic Stem Cell,649.8298314985103
GSM918726,CTCF,Macrophage;Bone Marrow,647.3578803601591
GSM1132353,MZF1,B Lymphocyte,646.8004983932176
GSM2496948,SMC3,DN2;Thymocyte,646.4476772761143
GSM1036122,CTCF,Epithelium;Limb Bud,646.1111958507041
GSM2393584,EZH2,Embryonic Stem Cell,646.0629264006984
GSM2319266,CTCF,Rod;Retina,645.7850634188551
GSM723015,CTCF,Embryonic Stem Cell;Embryo,644.1609818169126
GSM2652790,CTCF,SCLC-24H;B Lymphocyte;Spleen,643.3283048825541
GSM1132324,CTCF,B Lymphocyte,642.2284703163616
GSM2445202,CTCF,Neutrophil cell ,642.0333990942112
GSM1713906,RNF2,E14Tg2A;Embryonic Stem Cell,641.6617089033316
GSM560352,CTCF,V6.5;Embryonic Stem Cell;Embryo,641.0689030323904
GSM1835951,SMARCA4,Embryonic Fibroblast,640.0863107017738
GSM881054,CTCF,Dendritic Cell;Bone Marrow,639.9532332526912
GSM2098951,C17orf96,E14Tg2A;Embryonic Stem Cell,638.4606254589552
GSM930144,RNF2,Embryonic Stem Cell;Embryo,638.3213549906553
GSM2948981,CTCF,Mull_M_N-rCr143.02;Muller Cell,637.4465272220066
GSM2098943,C17orf96,E14Tg2A;Embryonic Stem Cell,636.7111355632986
GSM1913024,POLR2A,Preadipocyte,634.6370043390197
GSM1979778,CTCF,Embryonic Fibroblast,633.1789777535234
GSM918722,CTCF,Epithelium;Lung,632.001870097262
GSM1132352,MZF1,B Lymphocyte,631.6338531164909
GSM1550781,H3K4me3,E14;Embryonic Stem Cell;Embryo,631.5884608917953
GSM2652789,CTCF,resting;Spleen,629.7964500377296
GSM1327158,NANOG,V6.5;Embryonic Stem Cell;Embryo,629.6245467220559
