GSM_ID,Factor,Biosource,GIGGLE_score
GSM1032641,NFE2,Epithelium;Liver,1689.8457116511545
ENCSR982LJQ_2,EP300,Liver,1570.4887743043134
GSM746583,TAL1,Erythroblast;Fetal Liver,1547.3708061875295
GSM923582,TAL1,Erythroid Cell;Fetal Liver,1497.5230452715512
ENCSR982LJQ_1,EP300,Liver,1473.161894982564
GSM923575,GATA1,Erythroid Cell;Fetal Liver,1226.066765310426
GSM746581,GATA1,Erythroblast;Fetal Liver,1226.066765310426
GSM923576,TAL1,G1E-ER4;Erythroid Cell,1194.0026665825353
GSM746584,TAL1,Erythroblast;Fetal Liver,1185.0252204681005
GSM1032638,NFE2,Epithelium;Liver,1171.6110751770852
GSM1151147,NFE2,Erythroblast;Fetal Liver,1078.8650340207412
GSM1051275,TAL1,Bone Marrow,1053.4960168146433
GSM1051274,LDB1,Bone Marrow,1024.3600579934007
GSM746582,GATA1,Erythroblast;Fetal Liver,1016.2168510756225
GSM746571,TAL1,G1E-ER4;Erythroid Cell,1011.184954139495
GSM867160,GATA1,Erythroid Progenitor Cell;Blood,972.3195602300266
ENCSR765RPR_1,EP300,Liver,937.1594268350966
GSM897224,GATA1,G1E-ER4;Erythroid Cell,835.6626784516669
ENCSR765RPR_2,EP300,Liver,816.0510055874554
GSM746572,TAL1,G1E-ER4;Erythroid Cell,802.5246056581852
GSM867159,GATA1,Erythroid Progenitor Cell;Blood,801.4660003009665
GSM453997,GATA1,G1E;Erythroid progenitor,782.4130466171766
GSM867158,GATA1,Erythroid Progenitor Cell;Blood,699.4337974531261
GSM746568,GATA1,G1E-ER4;Erythroid Cell,690.8813752366684
GSM464634,TAL1,Erythroblast;Liver,688.7495258073351
GSM1051276,GATA1,Bone Marrow,683.0752556857802
GSM995448,GATA1,G1E-ER4;Erythroid Cell,660.8953714661685
GSM1689018,GATA1,G1E-ER4;Erythroid Cell,645.9500420643528
GSM995449,GATA1,G1E-ER4;Erythroid Cell,645.2556825721038
GSM2076704,NFE2L2,C2C12;Myoblast;Muscle,625.4253024663963
GSM1144556,TAL1,MEL;Erythroid Progenitor Cell,622.8945932149618
GSM923572,GATA1,G1E-ER4;Erythroid Cell,619.2583949915658
GSM1689028,TAL1,G1E-ER4;Erythroid Cell,579.0020079171359
GSM1689032,TAL1,G1E-ER4;Erythroid Cell,560.9546043157086
GSM995444,GATA1,G1E-ER4;Erythroid Cell,559.3060256017917
GSM1003806,MAFK,MEL;Erythroid Progenitor Cell,537.4157056081817
GSM641909,LDB1,Haematopoietic Progenitor Cell;Bone Marrow,535.8617504135502
GSM1003791,NFE2L2,MEL;Erythroid Progenitor Cell,527.1780861220332
GSM641910,TAL1,Bone Marrow,526.88024307667
GSM1218225,GATA1,FDCPmix;Hematopoietic Stem Cell;Bone Marrow,523.0582885101106
GSM1532603,GATA1,G1E;Erythroid progenitor,504.78424615188493
GSM2346452,EP300,Embryo,501.1526152165755
GSM1532602,GATA1,G1E;Erythroid progenitor,492.4828038021572
GSM1003808,GATA1,MEL;Erythroid Progenitor Cell,484.5198546895501
GSM1692855,LMO2,Hematopoietic progenitors,473.20695849789075
GSM1692858,TAL1,Hematopoietic progenitors,462.8205140841143
GSM923578,TAL1,MEL;Erythroid Progenitor Cell,437.4893958291363
GSM1151146,GATA1,Erythroblast;Fetal Liver,427.4835368904383
GSM464636,TAL1,Erythroblast;Liver,393.94566256001696
GSM1543575,TAL1,Mesodermal Cell,382.1936016925663
GSM2346453,EP300,Embryo,368.1352506029057
GSM2366496,NRF1,MEFs;Fibroblast,366.0691105608128
GSM2346454,EP300,Embryo,353.90401261489166
GSM1689029,TAL1,G1E-ER4;Erythroid Cell,353.07880007804346
GSM2665580,TAL1,Embryonic Stem Cell,351.1499640628013
GSM2366495,NRF1,MEFs;Fibroblast,342.4047493957375
GSM2431711,TAL1,Mesodermal Cell,340.5512896049163
GSM1944624,NFE2L2,Macrophage,333.58478490406105
GSM746555,TAL1,G1E;Erythroid progenitor,327.8748340718555
GSM912921,EP300,MEL;Erythroid Progenitor Cell,326.82527448004004
GSM1532605,GATA1,G1E;Erythroid progenitor,322.83798838863044
GSM2332774,BACH2,Progenitor Cells,322.1117624790498
GSM1517428,GATA1,G1ME;Megakaryocyte;Bone Marrow,320.93209370509567
GSM1144547,TAL1,J1;Embryonic Stem Cell;Embryo,316.467682742439
GSM1003777,ETS1,MEL;Erythroid Progenitor Cell,307.0187956551146
GSM995443,GATA1,G1E-ER4;Erythroid Cell,305.6626410501419
GSM1359841,TAL1,J1;Embryonic Stem Cell;Embryo,296.60085958045795
GSM995442,GATA1,G1E-ER4;Erythroid Cell,293.43433170125763
GSM923579,TAL1,G1E;Erythroid progenitor,292.5705618706664
GSM1689025,TAL1,G1E-ER4;Erythroid Cell,290.44523684108606
GSM746556,TAL1,G1E;Erythroid progenitor,281.7090975545936
