GSM_ID,Factor,Biosource,GIGGLE_score
GSM2466611,ZNF611,293T,515.5433787980595
GSM1668448,SMAD3,BJ;Fibroblast;Skin,276.6824386777152
GSM2544235,POLR3D,THP-1;Macrophage,185.33971861220925
GSM2544233,POLR3D,THP-1;Monocyte,145.77489176349903
GSM2466534,ZNF334,293T,70.77799513802546
GSM2466595,ZNF558,293T,52.25188667429263
GSM2544232,POLR3D,THP-1;Monocyte,36.14943880763228
GSM1467737,TRIM28,Embryonic Stem Cell;Embryo,30.166715671328756
GSM1539057,GTF2I,Fibroblast,29.081309919953004
GSM1841308,SPI1,RS4;B Lymphocyte,20.82546706499333
GSM2676799,BRD4,J-Lat A72,18.6177516599556
GSM2427951,AR,Prostate,15.378249562458842
GSM2365748,MLLT1,MV4-11;Monocyte,15.250458578847685
GSM2144045,LRWD1,U2OS;Osteosarcoma cell,14.589649200088894
GSM1690575,FOS,MV4-11;Macrophage;Blood,14.399201626866345
GSM2804465,SPI1,Monocyte;Blood,14.334684680286152
GSM1933888,NANOG,LNCaP;Epithelium;Prostate,13.93934205958625
GSM2356326,CD74,B Lymphocyte,13.818713768392081
GSM863152,FLI1,NB4;Promyelocytic cell;Blood,13.780568919104773
GSM1841298,SPI1,RS4;B Lymphocyte,13.593906820825909
GSM1933886,NANOG,LNCaP;Epithelium;Prostate,13.589469117657533
GSM2592807,SPI1,Macrophage;Blood,13.546926845046945
ENCSR592KSP_2,ZFP64,HEK293;Epithelium;Embryonic Kidney,13.496923350949011
GSM1097880,FLI1,Haematopoietic Progenitor Cell;Blood,13.477175165222965
GSM896985,POU5F1,BJ;Fibroblast;Skin,13.060129849325078
GSM2067350,TRIM28,H1;Embryonic Stem Cell;Embryo,12.954456302811792
GSM1138592,RNF2,DU145;Epithelium;Prostate,12.929030889589052
GSM1539060,GTF2I,Fibroblast,12.812850640671938
GSM1370276,SPIB,OCI-Ly3;B Lymphocyte;Bone Marrow,12.783677142390944
GSM2642524,DNMT3B,TKO;hESC,12.708637759231562
GSM2544234,POLR3D,THP-1;Macrophage,12.50290893302604
GSM1897372,PSIP1,MV4-11;Leukemia Cell,12.398530184555144
GSM1103547,SSRP1,HT1080;Connective Tissue,12.284008432385594
GSM2230418,TRIM28,Neural Progenitor Cell,12.1333759467638
GSM1103548,SSRP1,HT1080;Connective Tissue,12.080444398612842
GSM2228915,DNMT3A,Stem cell;Foreskin,8.527517941112912
GSM2333824,PSMD1,Fibroblast,8.492047198837948
GSM1278358,SETX,A549;Epithelium;Lung,8.345621970281057
GSM2427947,SRC,Prostate,8.311993023084849
GSM2679937,RELA,Monocyte;Blood,8.138876472920508
GSM1917727,EP300,PC-3;Epithelium;Prostate,8.08616481017687
GSM2573759,KLF4,TIME;Glioblastoma cell;Brain,8.05780327709046
GSM2679940,IRF1,Monocyte;Blood,8.043288594712493
GSM1056913,H2AZ,B Lymphocyte;Blood,7.978350421797976
GSM2466643,ZNF730,293T,7.959901475252521
GSM2817662,GATA2,Embryonic Stem Cell,7.947746480177878
GSM1897373,ASH1L,MV4-11;Leukemia Cell,7.93149761600827
GSM545809,TP53,U2OS;Bone,7.8981089261579775
GSM545810,TP53,U2OS;Bone,7.86257799484403
GSM1544539,FOXP1,OCI-Ly10;B Lymphocyte;Bone Marrow,7.846172635029494
GSM2049321,MYC,U2OS;Bone,7.81229921608397
GSM1816088,IRF2,Hematopoietic stem and progenitor cell;Bone Marrow,7.7660572209272525
GSM2817663,GATA2,Embryonic Stem Cell,7.7647583423490945
GSM2466562,ZNF445,293T,7.764678712398661
GSM2371447,VDR,THP-1;Monocyte;Blood,7.763173095144238
GSM545807,TP53,U2OS;Bone,7.738467642435691
GSM1146443,SPI1,Macrophage;Blood,7.684652694331523
GSM1168432,ESR2,C4-12,7.6518113887255215
GSM1358401,AR,Prostate,7.650334797894419
GSM2817664,GATA2,Embryonic Stem Cell,7.638471774407046
GSM545808,TP53,U2OS;Bone,7.611908221176244
GSM1333967,SPI1,GM12878;B Lymphocyte;Blood,7.607380114203325
GSM1358402,AR,Prostate,7.59792363137401
GSM2049319,MYC,U2OS;Bone,7.59710191487647
GSM2476354,H2AFY,SKmel147;melanoma,7.592435873010718
GSM1370280,SPI1,OCI-Ly10;B Lymphocyte;Bone Marrow,7.546667034849827
GSM1133484,TP53,U2OS;Bone,7.528737573007958
GSM1961563,AFF4,Th1,7.52782642244697
GSM2356330,CD74,B Lymphocyte,7.5202694721665955
ENCSR475SOC_1,ELF1,MCF-7;Epithelium;Breast,7.508548982268987
GSM1948652,POLR2A,IMEC;Epithelium;Breast,7.474856364927482
GSM2359985,SPI1,THP-1;Monocyte;Blood,7.470107390458558
GSM2095825,BIRA,BJAB;GCB DLBCL cells,7.470005018150212
GSM1122321,CBFB,U937;Pleura,7.462767316427103
GSM2574755,STAT2,GM12878;B Lymphocyte;Blood,7.460828390468418
GSM835863,EP300,SKNO-1;Myeloblast;Bone Marrow,7.448415363166985
GSM803512,ATF3,H1;Embryonic Stem Cell;Embryo,7.436185294022515
GSM803398,SPI1,GM12891;Lymphoblastoid;Blood,7.426372425217068
GSM2108045,MLL-AF9,THP-1;AML cell,7.4254368962011315
GSM1097883,GATA2,Haematopoietic Progenitor Cell;Blood,7.412140252605513
GSM2359986,SPI1,THP-1;Monocyte;Blood,7.404841772447272
GSM1174714,CHD5,SH-SY5Y;Bone Marrow,7.363358699837067
GSM1586672,POLR2A,C4-2;Prostate,7.350899183911304
GSM803426,USF1,H1;Embryonic Stem Cell;Embryo,7.350347786249883
GSM2090922,BRD4,MOLT-4;T Lymphoblast,7.3428375951220435
GSM2371453,VDR,THP-1;Monocyte;Blood,7.338696910685085
GSM2695652,SPI1,Macrophage;Blood,7.326532249873569
GSM1057027,IRF1,Monocyte;Blood,7.314966439181657
GSM2592797,CEBPB,Macrophage;Blood,7.3079973998509455
GSM1358407,AR,Prostate,7.278755722423912
GSM2356333,CD74,B Lymphocyte,7.271021634076938
GSM2131215,MYC,U2OS;Bone,7.268699766464602
GSM1057026,IRF1,Monocyte;Blood,7.260203584915075
GSM641426,ESR1,U2OS;Bone,7.259809277484168
GSM1586675,POLR2A,C4-2;Prostate,7.252813716479256
GSM1622624,SUMO2,VCaP;Epithelium;Prostate,7.252176098056076
GSM935555,PRDM1,HeLa-S3;Epithelium;Cervix,7.250890289814749
ENCSR265WJC_1,KLF4,MCF-7;Epithelium;Breast,7.238999502292668
GSM1358396,AR,Prostate,7.23886605601608
GSM2356327,CD74,B Lymphocyte,7.233045088723602
