GSM_ID,Factor,Biosource,GIGGLE_score
GSM1239997,RELA,AC16;Cardiomyocyte,1400.8401338602146
GSM385503,STAT1,HeLa-S3;Epithelium;Cervix,1367.5874792371044
GSM2103051,RELA,BEAS-2B;Epithelium;Lung,1360.524776459495
GSM385505,STAT1,HeLa-S3;Epithelium;Cervix,1352.7690771613654
GSM385504,STAT1,HeLa-S3;Epithelium;Cervix,1351.5681433767995
GSM385508,STAT1,HeLa-S3;Epithelium;Cervix,1333.8370633201685
GSM385506,STAT1,HeLa-S3;Epithelium;Cervix,1328.4969687076848
GSM935487,STAT1,K562;Erythroblast;Bone Marrow,1319.3983995071164
GSM385507,STAT1,HeLa-S3;Epithelium;Cervix,1310.6190493533445
GSM2394421,RELA,JHU-06;Endothelial Cell,1299.2922048523656
GSM2576177,JUN,JHU-06;Endothelial Cell,1298.0236410527505
ENCSR274WRI_2,FOSL2,A549;Epithelium;Lung,1291.3476501895093
GSM320736,STAT1,HeLa-S3;Epithelium;Cervix,1285.4640614765335
ENCSR067XTW_1,FOSL2,A549;Epithelium;Lung,1282.6990959685781
ENCSR067XTW_2,FOSL2,A549;Epithelium;Lung,1280.898989453476
GSM525268,CREBBP,T98G;Brain,1279.7615770613866
GSM847876,RELA,A549;Epithelium;Lung,1278.459426228174
ENCSR593DGU_1,FOSL2,A549;Epithelium;Lung,1276.9081610126498
GSM2103047,RELA,BEAS-2B;Epithelium;Lung,1276.1913534139467
ENCSR686HIU_1,FOSL2,A549;Epithelium;Lung,1276.0604013857915
GSM2394423,RELA,JHU-06;Endothelial Cell,1275.6437562932076
GSM1239998,RELA,AC16;Cardiomyocyte,1274.5284302879613
GSM1690576,STAT5,MV4-11;Macrophage;Blood,1273.6970494827606
GSM847877,RELA,A549;Epithelium;Lung,1272.7426631434946
ENCSR242EWU_1,FOSL2,A549;Epithelium;Lung,1269.9917711797434
GSM935488,STAT1,K562;Erythroblast;Bone Marrow,1268.686831798277
ENCSR535HFQ_1,FOSL2,A549;Epithelium;Lung,1268.0020116852832
GSM2394422,RELA,JHU-06;Endothelial Cell,1267.2128711925238
