GSM_ID,Factor,Biosource,GIGGLE_score
GSM2592810,SPI1,Macrophage;Blood,1414.7519059986025
GSM2695651,SPI1,Macrophage;Blood,1389.8739248613447
GSM2695652,SPI1,Macrophage;Blood,1373.0139852279324
GSM2695653,SPI1,Macrophage;Blood,1353.170209351794
GSM2592807,SPI1,Macrophage;Blood,1349.3728460224083
GSM1901550,LYL1,THP-1;Monocyte;Blood,1347.4723673168212
GSM624143,SPI1,THP-1;Monocyte;Blood,1324.9749953667765
GSM1501167,RUNX1,Kasumi-1;Myeloblast;Blood,1315.4250986887773
GSM1501163,CEBPA,Kasumi-1;Myeloblast;Blood,1315.2666585017305
GSM585588,RUNX1T1,Kasumi-1;Myeloblast;Blood,1307.2679174547334
GSM1534443,NCOR1,Kasumi-1;Myeloblast;Blood,1305.325480886013
GSM468210,PML,UPR9;Promyelocytic cell;Bone Marrow,1302.5665813154242
GSM2326842,CEBPA,SKH1;SKH-1 cells,1301.1341455067416
GSM863152,FLI1,NB4;Promyelocytic cell;Blood,1300.3627154655105
GSM1501166,SPI1,Kasumi-1;Myeloblast;Blood,1299.273084202874
GSM2150334,RUNX1,Kasumi-1;Myeloblast;Blood,1298.1497124171285
GSM2804465,SPI1,Monocyte;Blood,1298.0733632483527
GSM722705,RUNX1,Kasumi-1;Myeloblast;Blood,1287.7567840518952
GSM722706,RUNX1,Kasumi-1;Myeloblast;Blood,1283.5812802594535
GSM1816089,SPI1,Hematopoietic stem and progenitor cell;Fetal Liver,1278.8819472823207
GSM722400,SMAD1,Haematopoietic Progenitor Cell;Blood,1270.8459701187887
GSM1970176,MED12,Progenitor Cells,1269.4580295139697
GSM2150335,RUNX1,Kasumi-1;Myeloblast;Blood,1266.601313153956
GSM1816091,RUNX1,Hematopoietic stem and progenitor cell;Fetal Liver,1262.7839581318844
GSM1550646,JMJD1C,Kasumi-1;Myeloblast;Blood,1258.2105542204995
GSM1534442,RUNX1,Kasumi-1;Myeloblast;Blood,1257.5926680714924
GSM850824,RUNX1,Kasumi-1;Myeloblast;Blood,1256.898625394547
GSM468182,RARA,NB4;Promyelocytic cell;Blood,1250.110754755845
GSM1901548,LYL1,NB4;Promyelocytic cell;Blood,1244.5743089502178
GSM1113427,RUNX1,Kasumi-1;Myeloblast;Blood,1242.8905811447153
GSM1113430,RUNX1T1,Kasumi-1;Myeloblast;Blood,1242.8734161460534
GSM722425,SMAD1,U937;Pleura,1242.3995470701054
GSM1595965,RUNX1T1,Kasumi-1;Myeloblast;Blood,1242.315349703418
GSM2592797,CEBPB,Macrophage;Blood,1235.2019858778344
GSM468212,RARA,UPR9;Promyelocytic cell;Bone Marrow,1224.8351755659892
GSM785495,SPI1,Monocyte,1214.5980868530114
GSM1113438,RUNX1,Kasumi-1;Myeloblast;Blood,1206.017647404807
GSM850823,RUNX1,Kasumi-1;Myeloblast;Blood,1201.9693557701185
GSM1113437,RUNX1,Kasumi-1;Myeloblast;Blood,1201.7229464524323
GSM1534441,RUNX1,Kasumi-1;Myeloblast;Blood,1188.2092020623095
GSM468206,PML,MR4;Promyelocytic cell;Bone Marrow,1174.3871251028622
GSM749524,EP300,NB4;Promyelocytic cell;Blood,1160.9412145092735
GSM2026053,RUNX1,Kasumi-1;Acute myeloid leukemia,1146.3378240729255
GSM1113429,RUNX1,Kasumi-1;Myeloblast;Blood,1130.4518197790665
GSM1333967,SPI1,GM12878;B Lymphocyte;Blood,1115.6252871025397
GSM1901549,JMJD1C,THP-1;Monocyte;Blood,1114.09881032597
GSM2359982,SPI1,THP-1;Monocyte;Blood,1111.614287981567
GSM2871156,CEBPB,HL-60;Acute myeloid leukemia,1102.0890392196907
GSM2871153,SKI,HL-60;Acute myeloid leukemia,1086.5751367828818
GSM2108052,RUNX1,THP-1;AML cell,1086.3885266198276
GSM1595964,RUNX1,Kasumi-1;Myeloblast;Blood,1074.2874962493368
GSM722424,CEBPA,U937;Pleura,1069.9332597305547
GSM468204,RXRG,Promyelocytic cell;Bone Marrow,1069.7449457394239
GSM2871154,RUNX1,HL-60;Acute myeloid leukemia,1068.736349005887
GSM468203,PML,Promyelocytic cell;Bone Marrow,1066.7587563195723
GSM638310,SPI1,Haematopoietic Progenitor Cell;Cord blood,1053.494192931517
GSM1632640,RUNX1,U937;Pleura,1053.2915369535851
GSM1082311,LMO2,Kasumi-1;Myeloblast;Blood,1051.6918398350708
GSM2026061,HDAC2,Kasumi-1;Acute myeloid leukemia,1025.8533333924167
GSM1901545,LYL1,HL-60;Promyeloblast;Blood,1014.9663692423836
GSM1841298,SPI1,RS4;B Lymphocyte,1009.8856117949383
GSM2947311,ZBTB16,KG1;Bone Marrow,987.1248811791475
GSM2695655,RXRG,Macrophage;Blood,984.8224765832075
GSM2386721,CREBBP,B Lymphocyte;Tonsil,977.6114938360556
GSM1970177,MED12,Progenitor Cells,976.9484723832641
GSM1681426,SPI1,Macrophage;Blood,970.4150931393855
GSM2326840,RUNX1,SKH1;SKH-1 cells,968.35288690792
GSM624142,RXRA,THP-1;Monocyte;Blood,965.5249423670184
GSM2326841,CEBPA,SKH1;SKH-1 cells,964.6845006308446
GSM468205,PML,MR4;Promyelocytic cell;Bone Marrow,957.9008976832064
GSM468214,RXRA,UPR9;Promyelocytic cell;Bone Marrow,937.0743285312019
GSM2359983,SPI1,THP-1;Monocyte;Blood,935.4313090818891
GSM624141,PPARG,THP-1;Monocyte;Blood,935.0676471775107
GSM2026066,RUNX1,Kasumi-1;Acute myeloid leukemia,931.2357611348
GSM1501165,LMO2,Kasumi-1;Myeloblast;Blood,931.1468979933223
GSM785501,SPI1,Macrophage,931.0864612659572
GSM835863,EP300,SKNO-1;Myeloblast;Bone Marrow,929.3539235119736
GSM638311,SPI1,Haematopoietic Progenitor Cell;Cord blood,927.7141212768383
GSM2026060,HDAC1,Kasumi-1;Acute myeloid leukemia,924.4628286023041
GSM1370288,SPI1,OCI-Ly3;B Lymphocyte;Bone Marrow,894.1858760603105
GSM585586,TCF12,Kasumi-1;Myeloblast;Blood,884.1171119791469
GSM2592799,CEBPB,Macrophage;Blood,862.294609475137
GSM785502,CEBPB,Macrophage,855.9279268940272
GSM1082306,RUNX1,Kasumi-1;Myeloblast;Blood,839.437509272062
GSM1816090,SPI1,Hematopoietic stem and progenitor cell;Bone Marrow,838.9518280927471
GSM1681424,SPI1,Macrophage;Blood,832.7480195666282
GSM1334008,SPI1,GM12878;B Lymphocyte;Blood,832.5394360944606
GSM2947310,ZBTB16,KG1;Bone Marrow,816.3317717777742
GSM1370280,SPI1,OCI-Ly10;B Lymphocyte;Bone Marrow,792.9353651920084
GSM468180,PML,NB4;Promyelocytic cell;Blood,789.0414804881175
GSM468181,RXRA,NB4;Promyelocytic cell;Blood,788.2541068557532
GSM2695654,RXRG,Macrophage;Blood,786.287379891608
GSM1113428,RUNX1,Kasumi-1;Myeloblast;Blood,785.4802188219759
GSM1097880,FLI1,Haematopoietic Progenitor Cell;Blood,759.2138817654877
GSM1370281,SPIB,OCI-Ly10;B Lymphocyte;Bone Marrow,751.1885624862315
GSM1595963,RUNX1,Kasumi-1;Myeloblast;Blood,749.8599000022148
GSM1370292,SPI1,OCI-Ly3;B Lymphocyte;Bone Marrow,748.4254994061256
GSM2108044,RUNX1,MV4-11;AML cell,748.2700123790455
GSM1421019,SPI1,Monocyte,740.7083993434828
GSM1901547,JMJD1C,NB4;Promyelocytic cell;Blood,739.8366449685747
GSM1501164,LMO2,Kasumi-1;Myeloblast;Blood,735.9396274636553
GSM2026059,EP300,Kasumi-1;Acute myeloid leukemia,734.6571156177124
GSM1485998,DEK,U937;Pleura,731.6312617763288
GSM1901542,LYL1,Kasumi-1;Myeloblast;Blood,725.7072346638716
GSM1097884,RUNX1,Haematopoietic Progenitor Cell;Blood,722.1039116345364
GSM1370284,SPI1,H929;B Lymphocyte;Bone Marrow,721.3558611622332
GSM1844446,KDM1A,Kasumi-1;Myeloblast;Blood,717.9370599452257
GSM2386723,CREBBP,B Lymphocyte;Tonsil,715.9666097956406
GSM1841308,SPI1,RS4;B Lymphocyte,712.1425045943831
GSM2661805,GRIP1,THP-1;Monocyte;Blood,708.5875458436503
GSM2026051,FLI1,Kasumi-1;Acute myeloid leukemia,694.5089094300985
GSM1122321,CBFB,U937;Pleura,692.8474764360741
GSM2661795,NR3C1,THP-1;Monocyte;Blood,692.1216512343927
GSM1082308,TCF12,Kasumi-1;Myeloblast;Blood,684.7369764559041
GSM2356335,CD74,B Lymphocyte,678.8683480127912
GSM2695656,RXRG,Macrophage;Blood,669.7058469681881
GSM1370293,SPIB,OCI-Ly3;B Lymphocyte;Bone Marrow,667.2935236631988
GSM1370276,SPIB,OCI-Ly3;B Lymphocyte;Bone Marrow,667.056436034255
GSM678269,VDR,THP-1;Monocyte;Blood,666.8910567942685
GSM2026054,GATA2,Kasumi-1;Acute myeloid leukemia,652.7180076022615
GSM2405924,CDK9,MV4;11;Acute myeloid leukemia,642.4371838639029
GSM2371447,VDR,THP-1;Monocyte;Blood,638.2760517377699
GSM468213,RXRA,UPR9;Promyelocytic cell;Bone Marrow,634.488472929308
GSM1901544,JMJD1C,HL-60;Promyeloblast;Blood,622.6551408527781
GSM1703922,SPI1,B Lymphocyte,620.948894575497
GSM2405928,CDK9,MV4;11;Acute myeloid leukemia,607.9744081254277
GSM1370289,SPIB,OCI-Ly3;B Lymphocyte;Bone Marrow,605.6686471571256
GSM2179743,RUNX1,NB4;Leukemic cells,598.4439464028545
GSM1681423,SPI1,Macrophage;Blood,598.2188588763756
GSM2371445,VDR,THP-1;Monocyte;Blood,592.2861347095366
GSM2356333,CD74,B Lymphocyte,590.2495466429039
GSM1370279,IRF4,OCI-Ly10;B Lymphocyte;Bone Marrow,580.5180594716045
GSM1113434,REPIN1,Kasumi-1;Myeloblast;Blood,576.1836993708808
GSM2356326,CD74,B Lymphocyte,576.0040982524499
GSM1782711,SPI1,K562;Erythroblast;Bone Marrow,571.3472684329981
GSM2592800,CEBPB,Macrophage;Blood,570.949050019175
GSM1940201,SPI1,K562;Leukemia Cell,570.5660578841444
GSM1146444,SPI1,Macrophage;Blood,559.2417281602704
GSM2661793,NR3C1,THP-1;Monocyte;Blood,557.5880323435232
GSM1421017,SPI1,Monocyte,555.6541601936625
GSM710611,TAL1,Haematopoietic Progenitor Cell;Blood,551.3327862350486
GSM2661799,GRIP1,THP-1;Monocyte;Blood,550.9962932992541
GSM1056836,EPAS1,Macrophage,546.0835114607565
GSM2356330,CD74,B Lymphocyte,545.0767046239089
GSM1557623,SPI1,TSU-1621-MT,545.0425547127837
GSM971334,EP300,Hematopoietic Stem Cell;Blood,540.2380120601032
GSM1668935,FOXO1,B Lymphocyte;Tonsil,538.7012219896368
GSM1480743,FUS,TSU-1621-MT,534.6333323498288
GSM1420193,IKZF1,B cell precursor,531.2149838342585
GSM2804467,CEBPB,Monocyte;Blood,529.2685777710894
GSM2356332,CD74,B Lymphocyte,525.3895465099254
GSM2183710,MLLT1,MV4;11;Acute myeloid leukemia,519.3302749661937
GSM638316,MEIS1,Haematopoietic Progenitor Cell;Cord blood,516.3716546281061
GSM2494985,GATA2,SKH1,512.6954662334695
GSM2326839,RUNX1,SKH1;SKH-1 cells,510.104569935537
GSM1703892,MEF2B,B Lymphocyte,500.42149194814493
GSM599838,CEBPA,Adipocyte;Adipose,499.9345242682377
GSM2371451,VDR,THP-1;Monocyte;Blood,496.65010069534605
GSM1703891,MEF2B,B Lymphocyte,493.1353200336698
GSM2371453,VDR,THP-1;Monocyte;Blood,492.2566656669046
GSM2371449,VDR,THP-1;Monocyte;Blood,491.9351803739617
GSM1010737,POLR2A,HL-60;Promyeloblast;Blood,488.5219491939928
GSM2026052,ERG,Kasumi-1;Acute myeloid leukemia,485.68170351595353
GSM585591,FLI1,SKNO-1;Myeloblast;Bone Marrow,483.6449109783423
GSM1097879,ERG,Haematopoietic Progenitor Cell;Blood,482.786539080716
GSM1420197,IKZF1,B cell precursor,482.033940097414
GSM1370287,IRF4,OCI-Ly3;B Lymphocyte;Bone Marrow,478.2991944807926
GSM1668937,BCL6,B Lymphocyte;Tonsil,474.5630805326978
GSM1940198,SPI1,K562;Leukemia Cell,473.5751010915723
GSM2359984,SPI1,THP-1;Monocyte;Blood,471.54744908270857
GSM1080931,IKZF1,Nalm6;B cell precursor;Blood,470.0279836475013
GSM1370291,IRF4,OCI-Ly3;B Lymphocyte;Bone Marrow,467.4918567590931
GSM722426,TCF7L2,U937;Pleura,466.8524284678711
GSM2250247,GATA2,Kasumi-3,466.3240119946098
GSM1146443,SPI1,Macrophage;Blood,463.80769097493345
GSM1693378,RUNX1,Myeloid Cell,463.167288447122
GSM1544543,FOXP1,B Lymphocyte,462.1623139982418
GSM1940197,SPI1,K562;Leukemia Cell,461.83771534292345
GSM1466006,EP300,Kasumi-1;Myeloblast;Blood,452.0167920149698
GSM2359985,SPI1,THP-1;Monocyte;Blood,451.0918624118708
GSM610330,RUNX1,CMK;Megakaryocyte;Blood,450.91875274443606
GSM2345027,CEBPB,MV4;11;Leukemia Cell;Blood,450.83610935546614
GSM1420196,IKZF1,B cell precursor,447.06126630888434
GSM1940199,SPI1,K562;Leukemia Cell,446.7545909692729
GSM1113433,REPIN1,Kasumi-1;Myeloblast;Blood,446.18259083143766
GSM1844440,KDM1A,SKNO-1;Myeloblast;Bone Marrow,444.3174187632818
