GSM_ID,Factor,Biosource,GIGGLE_score
GSM749524,EP300,NB4;Promyelocytic cell;Blood,1351.0325558918125
GSM722424,CEBPA,U937;Pleura,1270.556610344295
GSM835863,EP300,SKNO-1;Myeloblast;Bone Marrow,1251.4449825359948
GSM722425,SMAD1,U937;Pleura,1245.4069824185733
GSM863152,FLI1,NB4;Promyelocytic cell;Blood,1237.5296381013154
GSM722423,CEBPA,U937;Pleura,1222.4279314592627
GSM1970176,MED12,Progenitor Cells,1221.4825093134566
GSM1901550,LYL1,THP-1;Monocyte;Blood,1220.2912328488017
GSM1970177,MED12,Progenitor Cells,1216.5512407192057
GSM785502,CEBPB,Macrophage,1208.1510346605287
GSM1632640,RUNX1,U937;Pleura,1181.5641207605745
GSM1901548,LYL1,NB4;Promyelocytic cell;Blood,1168.1078505871294
GSM1501163,CEBPA,Kasumi-1;Myeloblast;Blood,1139.9796021601355
GSM850824,RUNX1,Kasumi-1;Myeloblast;Blood,1126.8338138729505
GSM1901545,LYL1,HL-60;Promyeloblast;Blood,1045.0175298711513
GSM2871156,CEBPB,HL-60;Acute myeloid leukemia,1030.708007250002
GSM2871154,RUNX1,HL-60;Acute myeloid leukemia,1020.4329274279788
GSM722426,TCF7L2,U937;Pleura,1016.0627881462295
GSM2026059,EP300,Kasumi-1;Acute myeloid leukemia,931.1554232203559
GSM468210,PML,UPR9;Promyelocytic cell;Bone Marrow,913.5617401996739
GSM2330566,CEBPB,SUM159PT;Breast,912.200824383962
GSM1534443,NCOR1,Kasumi-1;Myeloblast;Blood,904.9464920279715
GSM2108052,RUNX1,THP-1;AML cell,871.5091662745399
GSM850823,RUNX1,Kasumi-1;Myeloblast;Blood,858.0360324155308
GSM1020364,CEBPA,SGBS;Adipocyte;Adipose,809.8518682982885
GSM468212,RARA,UPR9;Promyelocytic cell;Bone Marrow,801.1653562704931
GSM2326842,CEBPA,SKH1;SKH-1 cells,797.2129669125784
GSM1113428,RUNX1,Kasumi-1;Myeloblast;Blood,789.3274963707292
GSM468206,PML,MR4;Promyelocytic cell;Bone Marrow,779.2103565353458
GSM722400,SMAD1,Haematopoietic Progenitor Cell;Blood,774.4941907247024
GSM585586,TCF12,Kasumi-1;Myeloblast;Blood,772.54512125266
GSM1550646,JMJD1C,Kasumi-1;Myeloblast;Blood,766.6537439094622
GSM2345027,CEBPB,MV4;11;Leukemia Cell;Blood,763.8758252524375
GSM468213,RXRA,UPR9;Promyelocytic cell;Bone Marrow,750.0591837519652
GSM599838,CEBPA,Adipocyte;Adipose,749.1276388883673
GSM2179743,RUNX1,NB4;Leukemic cells,732.8420838678006
GSM1113427,RUNX1,Kasumi-1;Myeloblast;Blood,731.8246053304126
GSM468182,RARA,NB4;Promyelocytic cell;Blood,730.7011382890599
GSM2330568,CEBPB,SUM159PT;Breast,726.4972953867116
GSM1901542,LYL1,Kasumi-1;Myeloblast;Blood,721.395052932816
GSM1113430,RUNX1T1,Kasumi-1;Myeloblast;Blood,713.6334097843624
GSM1595963,RUNX1,Kasumi-1;Myeloblast;Blood,683.0774581418921
GSM1901547,JMJD1C,NB4;Promyelocytic cell;Blood,680.6961673550123
GSM2871153,SKI,HL-60;Acute myeloid leukemia,675.9901022238467
GSM585588,RUNX1T1,Kasumi-1;Myeloblast;Blood,675.4943480680053
ENCSR686BIE_1,HES2,A549;Epithelium;Lung,666.88387805286
ENCSR269IUA_1,CEBPB,A549;Epithelium;Lung,650.0619002063617
GSM1082311,LMO2,Kasumi-1;Myeloblast;Blood,648.453493014161
GSM2330567,CEBPB,SUM159PT;Breast,648.2728648661996
ENCSR190VMK_2,CEBPB,A549;Epithelium;Lung,644.2976915116511
GSM2359985,SPI1,THP-1;Monocyte;Blood,644.2321758227631
ENCSR646EFO_2,HES2,A549;Epithelium;Lung,643.2264637574152
ENCSR269IUA_2,CEBPB,A549;Epithelium;Lung,636.295585653773
GSM2150335,RUNX1,Kasumi-1;Myeloblast;Blood,629.7019360039731
GSM2026051,FLI1,Kasumi-1;Acute myeloid leukemia,627.613720711193
ENCSR951SNW_1,HES2,A549;Epithelium;Lung,609.1937623625819
GSM2188503,CEBPB,Osteoblast,608.0429717983706
GSM971334,EP300,Hematopoietic Stem Cell;Blood,607.9527939235385
GSM1534441,RUNX1,Kasumi-1;Myeloblast;Blood,603.2172863140671
GSM1122321,CBFB,U937;Pleura,602.766859492362
GSM468214,RXRA,UPR9;Promyelocytic cell;Bone Marrow,597.723410608705
ENCSR964KSS_3,HES2,A549;Epithelium;Lung,589.9367520621047
GSM1816089,SPI1,Hematopoietic stem and progenitor cell;Fetal Liver,588.616509967593
GSM2359984,SPI1,THP-1;Monocyte;Blood,584.5000607652246
GSM1816091,RUNX1,Hematopoietic stem and progenitor cell;Fetal Liver,581.320145936204
ENCSR951SNW_2,HES2,A549;Epithelium;Lung,578.038980462801
GSM1113438,RUNX1,Kasumi-1;Myeloblast;Blood,576.5895320443199
GSM468181,RXRA,NB4;Promyelocytic cell;Blood,576.3251002369291
GSM1113437,RUNX1,Kasumi-1;Myeloblast;Blood,575.2982443176841
GSM2026053,RUNX1,Kasumi-1;Acute myeloid leukemia,574.4721057287361
GSM2359986,SPI1,THP-1;Monocyte;Blood,567.9736947999248
ENCSR425MXK_2,HES2,A549;Epithelium;Lung,567.7467739948635
ENCSR375BUB_2,CEBPB,A549;Epithelium;Lung,564.5642752849003
ENCSR269IUA_3,CEBPB,A549;Epithelium;Lung,563.1151802418174
GSM678269,VDR,THP-1;Monocyte;Blood,562.3233467795529
ENCSR299ILN_2,CEBPB,A549;Epithelium;Lung,561.1029707966741
GSM2330565,CEBPB,SUM159PT;Breast,559.8097905996273
GSM1816090,SPI1,Hematopoietic stem and progenitor cell;Bone Marrow,557.9922970142084
GSM2359983,SPI1,THP-1;Monocyte;Blood,557.7727160585829
ENCSR425MXK_3,HES2,A549;Epithelium;Lung,557.1903923070439
GSM1466006,EP300,Kasumi-1;Myeloblast;Blood,556.1305097621766
GSM1113429,RUNX1,Kasumi-1;Myeloblast;Blood,555.647082190564
GSM1595965,RUNX1T1,Kasumi-1;Myeloblast;Blood,551.859445677996
GSM1534442,RUNX1,Kasumi-1;Myeloblast;Blood,551.7402517728918
ENCSR690HWX_1,HES2,A549;Epithelium;Lung,550.0252337853839
GSM2371451,VDR,THP-1;Monocyte;Blood,549.6323119327491
GSM1684636,CEBPB,Mesenchymal Stem Cell,549.2261560579361
ENCSR606ZTC_1,CEBPB,A549;Epithelium;Lung,548.0186690844841
GSM1010843,SPI1,HL-60;Promyeloblast;Blood,547.40004149055
GSM2026066,RUNX1,Kasumi-1;Acute myeloid leukemia,545.1870312319767
ENCSR474DCX_3,CEBPB,A549;Epithelium;Lung,545.0007291340249
GSM1684635,CEBPB,Mesenchymal Stem Cell,539.7054477933241
ENCSR190VMK_3,CEBPB,A549;Epithelium;Lung,539.5669257960541
ENCSR474DCX_1,CEBPB,A549;Epithelium;Lung,537.5972064230813
GSM2371445,VDR,THP-1;Monocyte;Blood,533.8286428480664
GSM2359987,SPI1,THP-1;Monocyte;Blood,531.1330445807912
GSM2371449,VDR,THP-1;Monocyte;Blood,530.3657832520029
ENCSR078POK_1,HES2,A549;Epithelium;Lung,528.0325733598326
GSM468180,PML,NB4;Promyelocytic cell;Blood,527.6294499793814
GSM1501165,LMO2,Kasumi-1;Myeloblast;Blood,525.1657668154929
ENCSR686BIE_3,HES2,A549;Epithelium;Lung,523.0721983272709
GSM1595964,RUNX1,Kasumi-1;Myeloblast;Blood,519.414976222469
GSM2150334,RUNX1,Kasumi-1;Myeloblast;Blood,511.80617282589407
ENCSR964KSS_2,HES2,A549;Epithelium;Lung,511.00348472691763
ENCSR078POK_2,HES2,A549;Epithelium;Lung,509.49060569335325
ENCSR216GEB_1,CEBPB,A549;Epithelium;Lung,509.2801296413556
GSM468205,PML,MR4;Promyelocytic cell;Bone Marrow,507.0413300017397
ENCSR853DWE_2,CEBPB,A549;Epithelium;Lung,506.90420970190314
ENCSR911KBJ_3,HES2,A549;Epithelium;Lung,502.66204416829436
ENCSR752AQK_3,CEBPB,A549;Epithelium;Lung,500.78406284452967
GSM1901549,JMJD1C,THP-1;Monocyte;Blood,499.9738959947
ENCSR447ZMS_2,CEBPB,A549;Epithelium;Lung,497.2385124429023
ENCSR853DWE_1,CEBPB,A549;Epithelium;Lung,496.01227458112174
GSM1082308,TCF12,Kasumi-1;Myeloblast;Blood,495.7126059096661
ENCSR425MXK_1,HES2,A549;Epithelium;Lung,494.83727120101855
GSM2359982,SPI1,THP-1;Monocyte;Blood,493.2898791388903
ENCSR752AQK_1,CEBPB,A549;Epithelium;Lung,489.8145588069982
GSM2371447,VDR,THP-1;Monocyte;Blood,489.13102628974383
GSM2326836,RUNX1,SKH1;SKH-1 cells,487.57132897803916
GSM1485998,DEK,U937;Pleura,487.54060369103195
GSM2592797,CEBPB,Macrophage;Blood,484.12343312116855
ENCSR216GEB_2,CEBPB,A549;Epithelium;Lung,481.4064984428659
ENCSR796VBR_3,HES2,A549;Epithelium;Lung,481.2535154707998
GSM638310,SPI1,Haematopoietic Progenitor Cell;Cord blood,480.48589511911547
ENCSR646EFO_3,HES2,A549;Epithelium;Lung,479.71030034118104
ENCSR299ILN_3,CEBPB,A549;Epithelium;Lung,476.45030605189606
GSM2108044,RUNX1,MV4-11;AML cell,475.24331173118975
GSM2026052,ERG,Kasumi-1;Acute myeloid leukemia,474.65552987006373
ENCSR911KBJ_1,HES2,A549;Epithelium;Lung,469.35875099184204
GSM1534444,EP300,Kasumi-1;Myeloblast;Blood,468.8927597689016
GSM2026060,HDAC1,Kasumi-1;Acute myeloid leukemia,467.5839318010012
ENCSR356YXW_2,HES2,A549;Epithelium;Lung,462.5901566087802
GSM2326840,RUNX1,SKH1;SKH-1 cells,460.4456740711689
ENCSR752AQK_2,CEBPB,A549;Epithelium;Lung,457.75104245009675
ENCSR979IOT_2,HES2,A549;Epithelium;Lung,456.6605577882505
GSM1901544,JMJD1C,HL-60;Promyeloblast;Blood,453.80642018212455
GSM2026054,GATA2,Kasumi-1;Acute myeloid leukemia,453.2682698466757
GSM1010737,POLR2A,HL-60;Promyeloblast;Blood,451.19887641035456
ENCSR853DWE_3,CEBPB,A549;Epithelium;Lung,449.3661870177114
GSM722706,RUNX1,Kasumi-1;Myeloblast;Blood,447.88766131919084
GSM2108045,MLL-AF9,THP-1;AML cell,446.7815051484362
ENCSR606ZTC_2,CEBPB,A549;Epithelium;Lung,446.3022004276149
ENCSR375BUB_1,CEBPB,A549;Epithelium;Lung,446.25131469188034
ENCSR182OZC_2,CEBPB,A549;Epithelium;Lung,443.70687093544694
ENCSR419TWL_2,HES2,A549;Epithelium;Lung,442.4466956540637
GSM722708,RUNX1,Myeloblast;Blood,442.09484809185614
GSM1581788,RUNX1,Myeloid Cell,442.09484809185614
GSM1859069,MYB,Th1,441.1099570234188
GSM722705,RUNX1,Kasumi-1;Myeloblast;Blood,440.9605231109162
GSM2371453,VDR,THP-1;Monocyte;Blood,440.85549208429353
ENCSR646EFO_1,HES2,A549;Epithelium;Lung,440.7692545991528
GSM2188502,CEBPB,Osteoblast,439.8640901074417
GSM1690576,STAT5,MV4-11;Macrophage;Blood,439.33426628145764
ENCSR190VMK_1,CEBPB,A549;Epithelium;Lung,437.6905301954808
ENCSR447ZMS_3,CEBPB,A549;Epithelium;Lung,436.62516695465837
GSM468204,RXRG,Promyelocytic cell;Bone Marrow,435.97176778691943
ENCSR447ZMS_1,CEBPB,A549;Epithelium;Lung,433.9367642696095
GSM1480743,FUS,TSU-1621-MT,433.88561374753266
GSM785501,SPI1,Macrophage,431.43925867163483
GSM1082306,RUNX1,Kasumi-1;Myeloblast;Blood,430.6445924771783
GSM1940201,SPI1,K562;Leukemia Cell,430.32963623233076
GSM624143,SPI1,THP-1;Monocyte;Blood,428.3826599398109
ENCSR964KSS_1,HES2,A549;Epithelium;Lung,427.45338641548403
GSM468203,PML,Promyelocytic cell;Bone Marrow,426.904128784792
ENCSR299ILN_1,CEBPB,A549;Epithelium;Lung,425.9413075660688
GSM803384,SPI1,K562;Erythroblast;Bone Marrow,425.8677534508748
GSM1480736,ERG,TSU-1621-MT,423.73741012987966
GSM1501167,RUNX1,Kasumi-1;Myeloblast;Blood,418.21414394127515
GSM638311,SPI1,Haematopoietic Progenitor Cell;Cord blood,418.0177078026028
GSM1859068,MYB,Th1,413.3421180393937
ENCSR979IOT_1,HES2,A549;Epithelium;Lung,413.31351775115957
GSM1501166,SPI1,Kasumi-1;Myeloblast;Blood,413.1069238618649
ENCSR911KBJ_2,HES2,A549;Epithelium;Lung,410.14948456642327
ENCSR620VIC_2,CEBPG,K562;Erythroblast;Bone Marrow,409.51357938793035
GSM1010878,CEBPB,K562;Erythroblast;Bone Marrow,408.1817134232725
GSM1681423,SPI1,Macrophage;Blood,407.2987325089368
GSM2947310,ZBTB16,KG1;Bone Marrow,402.6812210610329
GSM1841308,SPI1,RS4;B Lymphocyte,402.594498018252
ENCSR686BIE_2,HES2,A549;Epithelium;Lung,401.9148934457417
GSM1480742,FUS,TSU-1621-MT,401.6330286318769
ENCSR951SNW_3,HES2,A549;Epithelium;Lung,399.5340629324549
GSM1010778,CEBPB,HepG2;Epithelium;Liver,397.18451715032876
GSM2326841,CEBPA,SKH1;SKH-1 cells,390.75207613104556
ENCSR701TCU_1,CEBPB,A549;Epithelium;Lung,390.26178292136507
GSM1557623,SPI1,TSU-1621-MT,390.25202893055376
GSM1684634,CEBPB,Mesenchymal Stem Cell,388.62205922273336
ENCSR620VIC_1,CEBPG,K562;Erythroblast;Bone Marrow,387.97885080249273
GSM1122317,EP300,ME-1;Leukemia Cell,387.72256085260256
GSM2364555,KMT2A,Monocyte;Bone Marrow,385.8332934512243
GSM785495,SPI1,Monocyte,385.28656938281705
GSM1859070,MYB,Th2,384.6066468819169
GSM2026061,HDAC2,Kasumi-1;Acute myeloid leukemia,384.0944621031378
ENCSR182OZC_1,CEBPB,A549;Epithelium;Lung,380.79852779041994
ENCSR474DCX_2,CEBPB,A549;Epithelium;Lung,380.5047644226551
GSM1782712,SPI1,K562;Erythroblast;Bone Marrow,375.87221586896624
GSM1421019,SPI1,Monocyte,374.71677202939554
GSM1421017,SPI1,Monocyte,372.0969302308859
GSM610330,RUNX1,CMK;Megakaryocyte;Blood,371.80840711523194
ENCSR701TCU_2,CEBPB,A549;Epithelium;Lung,371.058425730168
ENCSR419TWL_1,HES2,A549;Epithelium;Lung,369.86880014384604
