GSM_ID,Factor,Biosource,GIGGLE_score
GSM1057027,IRF1,Monocyte;Blood,1654.7454882378886
GSM1057025,IRF1,Monocyte;Blood,1628.171084471645
GSM1057026,IRF1,Monocyte;Blood,1579.4240529629847
GSM2394412,IRF1,JHU-06;Endothelial Cell,1464.8744624283013
GSM2394413,IRF1,JHU-06;Endothelial Cell,1463.772308419633
GSM1816088,IRF2,Hematopoietic stem and progenitor cell;Bone Marrow,1456.7742997727726
GSM935469,STAT2,K562;Erythroblast;Bone Marrow,1405.994616120334
GSM935504,IRF1,K562;Erythroblast;Bone Marrow,1398.1785449291976
GSM970261,IRF2,Proerythroblast;Bone Marrow,1387.4943014038681
GSM935471,STAT1,K562;Erythroblast;Bone Marrow,1330.5715524433713
GSM935546,IRF1,K562;Erythroblast;Bone Marrow,1322.6243640547657
ENCSR854MCV_2,IRF1,K562;Erythroblast;Bone Marrow,1304.6747600123128
ENCSR854MCV_1,IRF1,K562;Erythroblast;Bone Marrow,1248.4832947210605
GSM935505,IRF1,K562;Erythroblast;Bone Marrow,1246.9415504172825
GSM486307,RELA,GM18951;Lymphoblastoid;Blood,1179.3050478867547
GSM486311,RELA,GM18526;Lymphoblastoid;Blood,1171.7986075040853
GSM486271,RELA,GM19193;Lymphoblastoid;Blood,1144.5930001957474
GSM1057012,STAT1,Monocyte;Blood,1142.7346011761265
GSM486319,RELA,GM12878;B Lymphocyte;Blood,1141.4291660756433
GSM1057024,IRF1,Monocyte;Blood,1121.4437044047181
GSM486300,RELA,GM10847;Lymphoblastoid;Blood,1111.448992949108
GSM486276,RELA,GM18505;Lymphoblastoid;Blood,1111.1743343371159
GSM486318,RELA,GM12878;B Lymphocyte;Blood,1065.5967469690347
GSM486301,RELA,GM10847;Lymphoblastoid;Blood,1054.9225906665165
GSM486302,RELA,GM10847;Lymphoblastoid;Blood,1052.2099381992116
GSM486281,RELA,GM19099;Lymphoblastoid;Blood,1045.9836613468703
GSM486282,RELA,GM19099;Lymphoblastoid;Blood,1045.3937504294968
GSM935281,RELA,GM18526;Lymphoblastoid;Blood,1043.418930608153
GSM486278,RELA,GM18505;Lymphoblastoid;Blood,1041.9678767327443
GSM486274,RELA,GM18505;Lymphoblastoid;Blood,1036.3354976209596
GSM935472,STAT1,K562;Erythroblast;Bone Marrow,1027.0881963970771
GSM935470,STAT2,K562;Erythroblast;Bone Marrow,1005.8185529113885
GSM486305,RELA,GM18951;Lymphoblastoid;Blood,985.3215947114136
GSM486316,RELA,GM12878;B Lymphocyte;Blood,957.9783113409683
GSM486269,RELA,GM19193;Lymphoblastoid;Blood,944.2946973815364
GSM486295,RELA,GM12892;Lymphoblastoid;Blood,928.5339527872627
GSM486283,RELA,GM19099;Lymphoblastoid;Blood,903.3037424264065
GSM486288,RELA,GM15510;Lymphoblastoid;Blood,876.2116595232474
GSM935478,RELA,GM12878;B Lymphocyte;Blood,871.2455355214466
