	Node	Cluster_0.1	Cluster_0.195	Cluster_0.29000000000000004	Cluster_0.385	Cluster_0.48	Cluster_0.575	Cluster_0.67	Cluster_0.765	Cluster_0.86	Cluster_0.955	Cluster_1.05	Cluster_1.145	Cluster_1.2400000000000002	Cluster_1.3350000000000002	Cluster_1.4300000000000002	Cluster_1.5250000000000001	Cluster_1.62	Cluster_1.715	Cluster_1.81	Cluster_1.905	Cluster_2.0
7702	7702	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7703	7703	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7704	7704	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7705	7705	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7706	7706	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7707	7707	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7708	7708	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7709	7709	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7710	7710	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7711	7711	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7712	7712	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7713	7713	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7714	7714	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7715	7715	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7716	7716	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7717	7717	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7718	7718	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7719	7719	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7720	7720	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7721	7721	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7722	7722	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7723	7723	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	4
7724	7724	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7725	7725	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7726	7726	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7727	7727	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7728	7728	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7729	7729	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7730	7730	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7731	7731	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7732	7732	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7733	7733	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7734	7734	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7735	7735	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7736	7736	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7737	7737	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7738	7738	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7739	7739	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7740	7740	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7741	7741	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7742	7742	0	0	1	0	0	0	0	0	2	2	2	1	4	4	4	4	4	4	4	4	4
7743	7743	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7744	7744	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7745	7745	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7746	7746	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7747	7747	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7748	7748	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7749	7749	0	0	1	0	0	0	0	0	2	2	4	4	4	4	4	4	4	4	4	4	4
7750	7750	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7751	7751	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7752	7752	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7753	7753	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7754	7754	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7755	7755	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7756	7756	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7757	7757	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7758	7758	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7759	7759	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7760	7760	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7761	7761	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7762	7762	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7763	7763	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7764	7764	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7765	7765	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7766	7766	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7767	7767	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7768	7768	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7769	7769	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7770	7770	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7771	7771	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7772	7772	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7773	7773	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7774	7774	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7775	7775	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7776	7776	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7777	7777	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7778	7778	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7779	7779	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7780	7780	0	0	1	0	0	0	0	0	2	2	2	1	1	1	4	4	4	4	4	4	4
7781	7781	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7782	7782	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7783	7783	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7784	7784	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7785	7785	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7786	7786	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7787	7787	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7788	7788	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7789	7789	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7790	7790	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7791	7791	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7792	7792	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7793	7793	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7794	7794	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7795	7795	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7796	7796	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7797	7797	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7798	7798	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7799	7799	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7800	7800	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7801	7801	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7802	7802	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7803	7803	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7804	7804	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7805	7805	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7806	7806	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7807	7807	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7808	7808	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7809	7809	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7810	7810	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7811	7811	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7812	7812	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7813	7813	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7814	7814	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7815	7815	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7816	7816	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7817	7817	0	0	1	0	0	0	0	0	2	2	2	1	1	4	4	4	4	4	4	4	4
7818	7818	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7819	7819	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7820	7820	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7821	7821	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7822	7822	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7823	7823	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7824	7824	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7825	7825	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7826	7826	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7827	7827	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7828	7828	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7829	7829	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7830	7830	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7831	7831	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7832	7832	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7833	7833	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7834	7834	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7835	7835	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7836	7836	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7837	7837	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7838	7838	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7839	7839	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7840	7840	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7841	7841	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7842	7842	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7843	7843	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7844	7844	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7845	7845	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7846	7846	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7847	7847	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7848	7848	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	4
7849	7849	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7850	7850	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7851	7851	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7852	7852	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7853	7853	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7854	7854	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7855	7855	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7856	7856	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7857	7857	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7858	7858	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7859	7859	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7860	7860	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7861	7861	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7862	7862	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7863	7863	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7864	7864	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7865	7865	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7866	7866	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7867	7867	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7868	7868	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7869	7869	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7870	7870	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7871	7871	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7872	7872	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7873	7873	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7874	7874	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7875	7875	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7876	7876	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7877	7877	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7878	7878	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7879	7879	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7880	7880	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7881	7881	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7882	7882	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7883	7883	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7884	7884	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7885	7885	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7886	7886	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7887	7887	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7888	7888	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7889	7889	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7890	7890	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7891	7891	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7892	7892	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7893	7893	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7894	7894	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7895	7895	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7896	7896	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7897	7897	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7898	7898	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7899	7899	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7900	7900	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7901	7901	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7902	7902	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7903	7903	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7904	7904	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7905	7905	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7906	7906	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7907	7907	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7908	7908	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	4
7909	7909	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7910	7910	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7911	7911	0	0	1	0	0	0	0	0	2	2	2	1	1	4	4	4	4	4	4	4	4
7912	7912	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7913	7913	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7914	7914	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7915	7915	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7916	7916	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7917	7917	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7918	7918	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7919	7919	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7920	7920	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7921	7921	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7922	7922	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7923	7923	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	4	4	4	4	4
7924	7924	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7925	7925	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7926	7926	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7927	7927	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7928	7928	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7929	7929	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7930	7930	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7931	7931	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7932	7932	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7933	7933	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7934	7934	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7935	7935	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7936	7936	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7937	7937	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7938	7938	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7939	7939	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7940	7940	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7941	7941	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7942	7942	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7943	7943	0	0	1	0	0	0	0	0	2	2	2	1	1	4	4	4	4	4	4	4	4
7944	7944	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	4	4	4
7945	7945	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7946	7946	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7947	7947	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7948	7948	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	4
7949	7949	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7950	7950	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7951	7951	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7952	7952	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7953	7953	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7954	7954	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7955	7955	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7956	7956	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7957	7957	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7958	7958	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7959	7959	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7960	7960	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7961	7961	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7962	7962	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7963	7963	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7964	7964	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7965	7965	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7966	7966	0	0	1	0	0	0	0	0	2	2	2	4	4	4	4	4	4	4	4	4	4
7967	7967	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	4
7968	7968	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7969	7969	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7970	7970	0	0	1	0	0	0	0	0	2	2	2	1	1	4	4	4	4	4	4	4	4
7971	7971	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7972	7972	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7973	7973	0	0	1	0	0	0	0	0	2	4	4	4	4	4	4	4	4	4	4	4	4
7974	7974	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7975	7975	0	0	1	0	0	0	0	0	2	2	2	1	4	4	4	4	4	4	4	4	4
7976	7976	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7977	7977	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7978	7978	0	0	1	0	0	0	0	0	2	2	2	1	1	1	4	4	4	4	4	4	4
7979	7979	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7980	7980	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7981	7981	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7982	7982	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7983	7983	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7984	7984	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7985	7985	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7986	7986	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
7987	7987	0	0	1	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
7988	7988	0	0	1	0	0	0	0	0	2	2	2	1	1	1	1	1	1	0	0	0	0
