hgnc	THP1_macrophages_0000min	THP1_macrophages_0030min	THP1_macrophages_0060min	THP1_macrophages_0090min	THP1_macrophages_0120min	THP1_macrophages_0240min	THP1_macrophages_0360min	THP1_macrophages_1440min
RHPN1	3.207401123125952	3.4661069452901945	3.385387938313413	3.2046695486491554	3.269664889168902	3.751760195108491	3.8576470938672633	4.249824473308078
TPRG1L	4.817614133289041	4.714472897623397	4.66140771279778	4.515260537073657	4.273334442742769	3.729497759324045	3.8171746174928405	4.651090520751938
EYA3	5.713981671752895	5.578155060654389	5.581298019404345	5.737869866394779	5.964011841223218	6.447772180151155	6.536572361991265	7.419183221657561
DZIP1L	2.8963275298209448	2.912710098917383	2.980478038949612	2.8132428255848407	2.5905404219638264	2.3610229831489926	2.2707130567523075	1.2672025428949278
TMSB15A	1.339649695747485	1.21642133977315	1.16270048094513	1.196662526660639	1.398429126839822	1.4540892286897058	1.4453125091781804	-1.8424283043139127
FANCC	4.2547498620125195	4.293350743318397	4.3629150492381275	4.25787213479262	4.0995663787191035	3.8867398881383974	3.9055591351369294	2.9778076127818105
MRAS	5.315313597315804	5.3734084448686605	5.5459683047545845	6.064633220558351	6.557379118483894	6.976715761410395	6.648507005856194	6.901219544648471
ESYT3	0.714349791727589	0.8248457465206163	0.6640935045010452	0.5087220751663615	0.4225724835935954	-0.7789530395210253	-0.5243238423271159	-1.7888105201122897
FAM46B	0.0034457268823602227	0.030070795524680727	-0.006043253171577528	-0.6721181911905967	-1.4248861623807154	-1.8443872767036331	-1.6382315394912434	-1.923397607367885
CLSTN2	6.979635686018911	6.940919659074948	7.064404980832876	7.089198179024951	7.30365054365957	7.334685895440579	7.008660432528041	3.8512175554436743
COLEC12	3.437438983598521	3.507796671476264	3.4281672744618565	3.1613822803914906	2.728902460866998	2.0195894869157422	1.3503161431172837	-1.0909198075000364
GPR153	2.696442813002337	2.848980408152239	3.016404074972165	2.9541808159077494	3.0689985685374115	3.0624653136886906	2.809339019688917	1.3991864654228383
HIST1H2BD	6.195222514072635	6.230230213203578	6.040770551838399	6.006251056810971	6.082937559015202	6.145570938670535	6.177612563583587	4.0648121862212605
CDC25C	3.869375833740283	3.9490152484292596	3.9504405624215204	3.843753409693896	3.3621322588770823	3.1598256070075896	3.8998688147266254	1.0657807058170308
HIST1H4H	6.587384954888462	6.53482975648823	6.451242377050871	6.4394952343750695	6.55003865702742	6.934547547706983	6.846764116711675	3.8928476466746194
MITD1	3.725106221770287	3.854778997717946	4.0061069925894195	4.132318730998738	4.220069284668221	4.483529040558784	4.63286767126977	5.195031059000414
TSPAN33	3.0907533630440227	3.1536002284436817	2.9180677785970657	3.041550232781051	2.941054050194893	2.7163108271732836	3.0315309820710454	4.3034501881463365
NRG2	-1.5296658846971223	-1.3880934832764444	-1.0213757420409777	-1.4827135925835164	-0.7385992874768466	0.6681638011995709	0.8676753085407061	0.8080745685928333
B4GALT5	6.230367730843561	6.273548391763441	6.638804132823706	7.215663769527121	7.771888190838984	8.439476013176527	8.094142112982887	7.76013464390177
CD1D	4.2260813831116195	4.177254761194106	4.080781214997829	3.7224821114219777	3.3340998525710694	3.1799335210869946	4.019007098046452	2.929172705175257
FAM86C1	3.4469249959749284	3.4324105021958946	3.4600009672990177	3.3958217679733487	3.37458101408838	2.7049719622839055	2.268734760485913	2.1343683048674222
NCF1	4.034568840575478	4.078880355969858	4.363002889161946	4.659718540688303	5.120494415481572	7.041709079252891	8.526813859419686	10.566441739911397
PPP1R15B	7.89782258373357	8.149788689915162	8.748770371231641	9.195482356231842	9.346161419510185	8.922252683198847	8.538403860034823	8.589304436453563
COPG2	3.638725153245331	3.642914233670573	3.7478062698862424	3.752922064721871	3.653195689054888	3.4060177393183633	3.0172752465254407	2.431207843169809
PKD1L1	-1.96074595913031	-2.138996889830893	-2.0818613941485338	-1.5343159061283465	-2.117187149291561	-0.7988710355518469	-0.4372970964012239	-0.6129857612307381
SLAMF8	4.154521681917052	4.405731936749065	5.335778057980628	6.338393387113764	7.181554497811176	8.566254053737493	8.725687542690796	9.382691390671283
RNF166	5.716814168376516	5.775555324223502	5.649555516845473	5.273218800967471	5.103746884257432	4.511894969543768	4.7343701539467	5.283186798632471
NBL1	3.9376945131371164	3.8970580342766024	3.89479139392209	4.013730921859701	4.177277396311213	4.4531324399438486	4.761115495434488	5.649051332600548
F11R	5.384475945894656	5.3669263315880436	5.246415408491773	5.178436084947009	5.013042704042681	5.0700435290316594	5.46448720037686	5.682551620925702
USF1	6.052527608204006	6.034131268931976	5.885663004833683	5.78957181626456	5.592508981166187	6.613033919668981	7.26227483885919	7.115320866495908
ZNF276	4.967801076398697	5.1430833037571	5.542348713705419	5.789711919781636	6.11424027040907	6.299697348294707	6.042352624957699	5.474775064473892
EDA	-0.7548269442715367	-0.9305732506709035	-1.0154632536693753	-0.6495365453558104	-0.8616222827975928	-2.2330013695721402	-2.5307024023470333	-1.7947299985764755
CDA	1.0056071566485147	1.25411481132141	0.9569035721116074	0.8802307641188694	0.8677981284934243	0.038235014251053606	-1.249055472685551	-1.9743436666372691
PINK1	4.783816869968137	4.841329391282912	4.842410157637685	4.711225464070092	4.746626851440573	4.258413664482113	3.9180368990889445	3.6787968918284206
FCER1G	8.015322405181813	8.195418181522815	8.022755394318178	8.182682854905806	8.151406254213455	8.091986252052592	8.464892976393521	10.374550259936345
APOA2	-0.5352676951063443	-1.0511319176268874	-1.5412234332771058	-2.482995760374939	-1.6469279333860172	-0.4429211389667289	-0.08356606157209556	1.3207844314748995
CACHD1	0.30149307709255535	0.23597620086206794	0.1827734419515029	0.24569071597152392	1.2767170809464035	2.660658765623976	2.2676357470713593	2.2577627774962115
CDC42SE2	6.886676372358569	6.896146764755117	6.976142953165381	7.177712873505432	7.481029769328618	8.466587456653627	8.205493179763264	7.82352620710955
EPB41	5.3764028455490855	5.414921490999648	5.3804574905861795	5.389870436445803	5.431801299399096	5.783556690560738	5.92570709603124	6.942835379158755
MIS18A	4.075024611435499	4.0317473990396735	4.0393675343598385	4.133807755270752	4.1638728409841015	3.9684381434694114	3.9612042827038296	1.704819525976144
ALG8	5.560488852216055	5.584258127792507	5.665935950356079	5.683729493930237	5.684670464142757	5.542507010717122	5.340280088966736	4.473659643161644
FBXW5	7.135095760456949	7.232689805978357	7.230867318959364	7.078325295358798	7.253370444367519	7.131447526314577	7.2219984816648966	8.263280835701497
C21orf59	4.614340956401322	4.644874760010081	4.706054341440129	4.718899989695424	4.507323585833101	3.6510688713872628	3.713129631722425	3.5148790260358593
SYNJ1	4.839392359723565	4.710671978853872	4.706187294016007	4.53415845397922	4.320134107690428	5.3383005568022295	5.4292504825459105	5.927705515868594
IFNAR2	6.836611171852633	6.828576151833731	6.923441821844144	7.0846219529345	7.2203747176222395	7.307405628182355	7.409830387865492	8.13288419089509
IFNGR2	6.097083629604098	6.198760669267671	6.683129747466472	7.455905495128558	8.117448508720203	8.188357209890714	8.089615636610946	9.287798189129743
